date,fc_p,anomalia_cabal,dependencia_hidro_p,dependencia_importacions_electricitat_p
2013-01,25.26,64.71,88.75,80.29
2014-01,28.15,51.4,89.44,77.58
2015-01,21.26,27.73,86.12,82.56
2016-01,20.88,-20.63,85.62,83.12
2017-01,21.11,-25.89,80.56,81.65
2018-01,28.29,36.24,81.67,75.89
2019-01,21.05,-18.35,76.11,80.37
2020-01,30.04,32.51,81.18,71.51
2021-01,19.56,-29.4,73.11,79.81
2022-01,16.68,-34.03,65.27,81.74
2023-01,17.35,-47.95,63.01,80.03
2024-01,21.72,-36.35,66.14,76.57
